level,code,title_nl
4,25.53,Verspanend bewerken van metalen
5,25.530,Verspanend bewerken van metalen
3,25.6,"Vervaardiging van scharen, messen, bestekken, gereedschap en ijzerwaren"
4,25.61,"Vervaardiging van scharen, messen, bestekken enz."
5,25.610,"Vervaardiging van scharen, messen, bestekken enz."
4,25.62,Vervaardiging van hang- en sluitwerk
5,25.620,Vervaardiging van hang- en sluitwerk
4,25.63,Vervaardiging van gereedschap
5,25.631,Vervaardiging van vormkasten en gietvormen
5,25.639,"Vervaardiging van gereedschap, m.u.v. vormkasten en gietvormen"
3,25.9,Vervaardiging van andere producten van metaal
4,25.91,Vervaardiging van stalen vaten en dergelijke
5,25.910,Vervaardiging van stalen vaten en dergelijke
4,25.92,Vervaardiging van verpakkingsmiddelen van licht metaal
5,25.920,Vervaardiging van verpakkingsmiddelen van licht metaal
4,25.93,Vervaardiging van artikelen van draad en van kettingen en veren
5,25.930,Vervaardiging van artikelen van draad en van kettingen en veren
4,25.94,"Vervaardiging van bouten, schroeven en moeren"
5,25.940,"Vervaardiging van bouten, schroeven en moeren"
4,25.99,Vervaardiging van andere producten van metaal n.e.g.
5,25.991,Vervaardiging van huishoudelijke en sanitaire producten van metaal
5,25.999,"Vervaardiging van overige producten van metaal, n.e.g."
2,26,Vervaardiging van informaticaproducten en van elektronische en optische producten
3,26.1,Vervaardiging van elektronische onderdelen en printplaten
4,26.11,Vervaardiging van elektronische onderdelen
5,26.110,Vervaardiging van elektronische onderdelen
4,26.12,Vervaardiging van elektronische printplaten
5,26.120,Vervaardiging van elektronische printplaten
3,26.2,Vervaardiging van computers en randapparatuur
4,26.20,Vervaardiging van computers en randapparatuur
5,26.200,Vervaardiging van computers en randapparatuur
3,26.3,Vervaardiging van communicatieapparatuur
4,26.30,Vervaardiging van communicatieapparatuur
5,26.300,Vervaardiging van communicatieapparatuur
3,26.4,Vervaardiging van consumentenelektronica
4,26.40,Vervaardiging van consumentenelektronica
5,26.400,Vervaardiging van consumentenelektronica
3,26.5,"Vervaardiging van meet-en controle-instrumenten, klokken en horloges"
4,26.51,"Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur"
5,26.510,"Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur"
4,26.52,Vervaardiging van klokken en horloges
5,26.520,Vervaardiging van klokken en horloges
3,26.6,Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur
4,26.60,Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur
5,26.600,Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur
3,26.7,"Vervaardiging van optische instrumenten, magnetische en optische dragers en fotografische apparatuur"
4,26.70,"Vervaardiging van optische instrumenten, magnetische en optische dragers en fotografische apparatuur"
5,26.700,"Vervaardiging van optische instrumenten, magnetische en optische dragers en fotografische apparatuur"
2,27,Vervaardiging van elektrische apparatuur
3,27.1,"Vervaardiging van elektromotoren, van elektrische generatoren en transformatoren en van schakel- en verdeelinrichtingen"
4,27.11,Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren
5,27.110,Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren
4,27.12,Vervaardiging van schakel- en verdeelinrichtingen
5,27.120,Vervaardiging van schakel- en verdeelinrichtingen
3,27.2,Vervaardiging van batterijen en accumulatoren
4,27.20,Vervaardiging van batterijen en accumulatoren
5,27.200,Vervaardiging van batterijen en accumulatoren
3,27.3,"Vervaardiging van kabels en van schakelaars, stekkers, stopcontacten e.d."
4,27.31,Vervaardiging van kabels van optische vezels
5,27.310,Vervaardiging van kabels van optische vezels
4,27.32,Vervaardiging van andere elektrische en elektronische draden en kabels
5,27.320,Vervaardiging van andere elektrische en elektronische draden en kabels
4,27.33,Vervaardiging van onderdelen van elektrische installaties
5,27.330,Vervaardiging van onderdelen van elektrische installaties
3,27.4,Vervaardiging van verlichtingsbenodigdheden
4,27.40,Vervaardiging van verlichtingsbenodigdheden
5,27.401,Vervaardiging van lampen
5,27.402,Vervaardiging van verlichtingsapparaten
3,27.5,Vervaardiging van huishoudapparaten
4,27.51,Vervaardiging van elektrische huishoudapparaten
5,27.510,Vervaardiging van elektrische huishoudapparaten
4,27.52,Vervaardiging van niet-elektrische huishoudapparaten
5,27.520,Vervaardiging van niet-elektrische huishoudapparaten
3,27.9,Vervaardiging van andere elektrische apparatuur
4,27.90,Vervaardiging van andere elektrische apparatuur
5,27.900,Vervaardiging van andere elektrische apparatuur
2,28,"Vervaardiging van machines, apparaten en werktuigen, n.e.g"
3,28.1,Vervaardiging van machines en apparaten voor algemeen gebruik
4,28.11,"Vervaardiging van motoren en turbines, exclusief motoren voor luchtvaartuigen, motorvoertuigen en bromfietsen"
5,28.110,"Vervaardiging van motoren en turbines, exclusief motoren voor luchtvaartuigen, motorvoertuigen en bromfietsen"
4,28.12,Vervaardiging van hydraulische en pneumatische apparatuur
5,28.120,Vervaardiging van hydraulische en pneumatische apparatuur
4,28.13,Vervaardiging van andere pompen en compressoren
5,28.130,Vervaardiging van andere pompen en compressoren
4,28.14,Vervaardiging van andere kranen en dergelijke artikelen
5,28.140,Vervaardiging van andere kranen en dergelijke artikelen
4,28.15,"Vervaardiging van tandwielen, lagers en andere drijfwerkelementen"
5,28.150,"Vervaardiging van tandwielen, lagers en andere drijfwerkelementen"
3,28.2,Vervaardiging van andere machines en apparaten voor algemeen gebruik
4,28.21,Vervaardiging van ovens en permanente verwarmingstoestellen voor huishoudelijk gebruik
5,28.210,Vervaardiging van ovens en permanente verwarmingstoestellen voor huishoudelijk gebruik
4,28.22,"Vervaardiging van hijs-, hef- en transportwerktuigen"
5,28.220,"Vervaardiging van hijs-, hef- en transportwerktuigen"
4,28.23,Vervaardiging van kantoormachines en -uitrusting (exclusief computers en randapparatuur)
5,28.230,Vervaardiging van kantoormachines en -uitrusting (exclusief computers en randapparatuur)
4,28.24,Vervaardiging van elektrisch handgereedschap
5,28.240,Vervaardiging van elektrisch handgereedschap
4,28.25,"Vervaardiging van machines en apparaten voor klimaatregeling, voor niet-huishoudelijk gebruik"
5,28.250,"Vervaardiging van machines en apparaten voor klimaatregeling, voor niet-huishoudelijk gebruik"
4,28.29,"Vervaardiging van andere machines en apparaten voor algemeen gebruik, n.e.g."
5,28.291,Vervaardiging van verpakkingsmachines
5,28.292,Vervaardiging van weegtoestellen
5,28.293,"Vervaardiging van toestellen voor het spuiten van vloeistoffen of poeder, inclusief brandblusapparaten"
5,28.294,Vervaardiging van verkoopautomaten
5,28.295,Vervaardiging van filtreertoestellen
5,28.296,"Vervaardiging van hogedrukreinigers, zandstraalapparaten en dergelijk reinigingsmateriaal"
5,28.299,"Vervaardiging van overige machines en apparaten voor algemeen gebruik, n.e.g."
3,28.3,Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw
4,28.30,Vervaardiging van machines voor de landbouw en de bosbouw
5,28.300,Vervaardiging van machines voor de landbouw en de bosbouw
3,28.4,Vervaardiging van niet-verspanende machines voor de metaalbewerking en van gereedschapswerktuigen
4,28.41,Vervaardiging van niet-verspanende machines voor de metaalbewerking en van gereedschapswerktuigen voor metaalbewerking
5,28.410,Vervaardiging van niet-verspanende machines voor de metaalbewerking en van gereedschapswerktuigen voor metaalbewerking
4,28.42,Vervaardiging van andere gereedschapswerktuigen
5,28.420,Vervaardiging van andere gereedschapswerktuigen
3,28.9,"Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden"
4,28.91,Vervaardiging van machines voor de metallurgie
5,28.910,Vervaardiging van machines voor de metallurgie
4,28.92,Vervaardiging van machines voor de winning van delfstoffen en voor de bouw
5,28.920,Vervaardiging van machines voor de winning van delfstoffen en voor de bouw
4,28.93,Vervaardiging van machines voor de productie van voedings- en genotmiddelen
5,28.930,Vervaardiging van machines voor de productie van voedings- en genotmiddelen
4,28.94,"Vervaardiging van machines voor de productie van textiel, kleding en leer"
5,28.940,"Vervaardiging van machines voor de productie van textiel, kleding en leer"
4,28.95,Vervaardiging van machines voor de productie van papier en karton
5,28.950,Vervaardiging van machines voor de productie van papier en karton
4,28.96,Vervaardiging van machines voor de kunststof- en rubberindustrie
5,28.960,Vervaardiging van machines voor de kunststof- en rubberindustrie
4,28.97,Vervaardiging van machines voor additieve productie
5,28.970,Vervaardiging van machines voor additieve productie
4,28.99,Vervaardiging van andere machines voor specifieke doeleinden n.e.g.
5,28.990,Vervaardiging van andere machines voor specifieke doeleinden n.e.g.
2,29,"Vervaardiging van motorvoertuigen, aanhangwagens en opleggers"
3,29.1,Vervaardiging van motorvoertuigen
4,29.10,Vervaardiging van motorvoertuigen
5,29.100,Vervaardiging van motorvoertuigen
3,29.2,Vervaardiging van carrosserieën voor motorvoertuigen; vervaardiging van aanhangwagens en opleggers
4,29.20,Vervaardiging van carrosserieën voor motorvoertuigen; vervaardiging van aanhangwagens en opleggers
5,29.201,Vervaardiging van carrosserieën voor motorvoertuigen
5,29.202,"Vervaardiging van aanhangwagens, opleggers en caravans"
3,29.3,Vervaardiging van delen en toebehoren voor motorvoertuigen
4,29.31,Vervaardiging van elektrische en elektronische benodigdheden voor motorvoertuigen
5,29.310,Vervaardiging van elektrische en elektronische benodigdheden voor motorvoertuigen
4,29.32,Vervaardiging van andere delen en toebehoren voor motorvoertuigen
5,29.320,Vervaardiging van andere delen en toebehoren voor motorvoertuigen
2,30,Vervaardiging van andere vervoermiddelen
3,30.1,Scheepsbouw
4,30.11,Bouw van civiele schepen en drijvend materieel
5,30.110,Bouw van civiele schepen en drijvend materieel
4,30.12,Bouw van plezier- en sportvaartuigen
5,30.120,Bouw van plezier- en sportvaartuigen
4,30.13,Bouw van militaire schepen en vaartuigen
5,30.130,Bouw van militaire schepen en vaartuigen
3,30.2,Vervaardiging van locomotieven en ander rollend materieel voor spoorwegen
4,30.20,Vervaardiging van locomotieven en ander rollend materieel voor spoorwegen
5,30.200,Vervaardiging van locomotieven en ander rollend materieel voor spoorwegen
3,30.3,Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee
4,30.31,Vervaardiging van civiele lucht- en ruimtevaartuigen en van toestellen in verband daarmee
5,30.310,Vervaardiging van civiele lucht- en ruimtevaartuigen en van toestellen in verband daarmee
4,30.32,Vervaardiging van militaire lucht- en ruimtevaartuigen en van toestellen in verband daarmee
5,30.320,Vervaardiging van militaire lucht- en ruimtevaartuigen en van toestellen in verband daarmee
3,30.4,Vervaardiging van militaire gevechtsvoertuigen
4,30.40,Vervaardiging van militaire gevechtsvoertuigen
5,30.400,Vervaardiging van militaire gevechtsvoertuigen
3,30.9,"Vervaardiging van transportmiddelen, n.e.g."
4,30.91,Vervaardiging van motorfietsen
5,30.910,Vervaardiging van motorfietsen
4,30.92,Vervaardiging van fietsen en invalidenwagens
5,30.920,Vervaardiging van fietsen en invalidenwagens
4,30.99,"Vervaardiging van andere transportmiddelen, n.e.g."
5,30.990,"Vervaardiging van andere transportmiddelen, n.e.g."
2,31,Vervaardiging van meubelen
3,31.0,Vervaardiging van meubelen
4,31.00,Vervaardiging van meubelen
5,31.001,Vervaardiging van kantoor- en winkelmeubelen
5,31.002,Vervaardiging van keukenmeubelen
5,31.003,Vervaardiging van matrassen
5,31.004,"Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen"
5,31.009,"Vervaardiging van andere meubelen, n.e.g."
2,32,Overige industrie
3,32.1,Bewerken van edelstenen en vervaardiging van sieraden en dergelijke artikelen
4,32.11,Slaan van munten
5,32.110,Slaan van munten
4,32.12,Bewerken van edelstenen en vervaardiging van sieraden en dergelijke artikelen
5,32.121,Bewerken van diamant
5,32.122,Bewerken van edelstenen (m.u.v. diamant) en van halfedelstenen
5,32.123,Vervaardiging van sieraden
5,32.124,Vervaardiging van edelsmeedwerk
5,32.129,"Vervaardiging van overige artikelen van edele metalen, n.e.g."
4,32.13,Vervaardiging van imitatiesieraden en dergelijke artikelen
5,32.130,Vervaardiging van imitatiesieraden en dergelijke artikelen
3,32.2,Vervaardiging van muziekinstrumenten
4,32.20,Vervaardiging van muziekinstrumenten
5,32.200,Vervaardiging van muziekinstrumenten
3,32.3,Vervaardiging van sportartikelen
4,32.30,Vervaardiging van sportartikelen
5,32.300,Vervaardiging van sportartikelen
3,32.4,Vervaardiging van spellen en speelgoed
4,32.40,Vervaardiging van spellen en speelgoed
5,32.400,Vervaardiging van spellen en speelgoed
3,32.5,Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden
4,32.50,Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden
5,32.500,Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden
3,32.9,"Industrie, n.e.g."
4,32.91,Vervaardiging van borstelwaren
5,32.910,Vervaardiging van borstelwaren
4,32.99,"Overige industrie, n.e.g."
5,32.990,"Overige industrie, n.e.g."
2,33,"Reparatie, onderhoud en installatie van machines en apparaten"
3,33.1,"Reparatie en onderhoud van producten van metaal, machines en apparaten"
4,33.11,Reparatie en onderhoud van producten van metaal
5,33.110,Reparatie en onderhoud van producten van metaal
4,33.12,Reparatie en onderhoud van machines
5,33.120,Reparatie en onderhoud van machines
4,33.13,Reparatie en onderhoud van elektronische en optische apparatuur
5,33.130,Reparatie en onderhoud van elektronische en optische apparatuur
4,33.14,Reparatie en onderhoud van elektrische apparatuur
5,33.140,Reparatie en onderhoud van elektrische apparatuur
4,33.15,Reparatie en onderhoud van civiele schepen
5,33.150,Reparatie en onderhoud van civiele schepen
4,33.16,Reparatie en onderhoud van civiele lucht- en ruimtevaartuigen
5,33.160,Reparatie en onderhoud van civiele lucht- en ruimtevaartuigen
4,33.17,Reparatie en onderhoud van andere civiele transportmiddelen
5,33.170,Reparatie en onderhoud van andere civiele transportmiddelen
4,33.18,"Reparatie en onderhoud van militaire gevechtsvoertuigen, schepen, lucht- en ruimtevaartuigen"
5,33.180,"Reparatie en onderhoud van militaire gevechtsvoertuigen, schepen, lucht- en ruimtevaartuigen"
4,33.19,Reparatie en onderhoud van andere apparatuur
5,33.190,Reparatie en onderhoud van andere apparatuur
3,33.2,"Installatie van industriële machines, toestellen en werktuigen"
4,33.20,"Installatie van industriële machines, toestellen en werktuigen"
5,33.200,"Installatie van industriële machines, toestellen en werktuigen"
1,D,"PRODUCTIE EN DISTRIBUTIE VAN ELEKTRICITEIT, GAS, STOOM EN GEKOELDE LUCHT"
2,35,"Productie en distributie van elektriciteit, gas, stoom en gekoelde lucht"
3,35.1,"Opwekking, transmissie en distributie van elektriciteit"
4,35.11,Productie van elektriciteit uit niet-hernieuwbare bronnen
5,35.110,Productie van elektriciteit uit niet-hernieuwbare bronnen
4,35.12,Productie van elektriciteit uit hernieuwbare bronnen
5,35.120,Productie van elektriciteit uit hernieuwbare bronnen
4,35.13,Transmissie van elektriciteit
5,35.130,Transmissie van elektriciteit
4,35.14,Distributie van elektriciteit
5,35.140,Distributie van elektriciteit
4,35.15,Handel in elektriciteit
5,35.150,Handel in elektriciteit
4,35.16,Opslag van elektriciteit
5,35.160,Opslag van elektriciteit
3,35.2,"Productie van gas, en distributie van gasvormige brandstoffen via leidingen"
4,35.21,Productie van gas
5,35.210,Productie van gas
4,35.22,Distributie van gasvormige brandstoffen via leidingen
5,35.220,Distributie van gasvormige brandstoffen via leidingen
4,35.23,Handel in gas via leidingen
5,35.230,Handel in gas via leidingen
4,35.24,Opslag van gas als onderdeel van netwerkleveringsdiensten
5,35.240,Opslag van gas als onderdeel van netwerkleveringsdiensten
3,35.3,Productie en distributie van stoom en gekoelde lucht
4,35.30,Productie en distributie van stoom en gekoelde lucht
5,35.300,Productie en distributie van stoom en gekoelde lucht
3,35.4,Activiteiten van makelaars en agenten voor elektriciteit en aardgas
4,35.40,Activiteiten van makelaars en agenten voor elektriciteit en aardgas
5,35.400,Activiteiten van makelaars en agenten voor elektriciteit en aardgas
1,E,DISTRIBUTIE VAN WATER; AFVAL- EN AFVALWATERBEHEER EN SANERING
2,36,"Winning, behandeling en distributie van water"
3,36.0,"Winning, behandeling en distributie van water"
4,36.00,"Winning, behandeling en distributie van water"
5,36.000,"Winning, behandeling en distributie van water"
2,37,Afvalwaterafvoer
3,37.0,Afvalwaterafvoer
4,37.00,Afvalwaterafvoer
5,37.000,Afvalwaterafvoer
2,38,"Terugwinning uit afval, inzameling en verwijdering van afval"
3,38.1,Inzameling van afval
4,38.11,Inzameling van ongevaarlijk afval
5,38.110,Inzameling van ongevaarlijk afval
4,38.12,Inzameling van gevaarlijk afval
5,38.120,Inzameling van gevaarlijk afval
3,38.2,Terugwinning uit afval
4,38.21,Terugwinning van materialen uit afval
5,38.210,Terugwinning van materialen uit afval
4,38.22,Winning van energie uit afval
5,38.220,Winning van energie uit afval
4,38.23,Andere terugwinning uit afval
5,38.230,Andere terugwinning uit afval
3,38.3,Verwijdering van afval zonder terugwinning
4,38.31,Verbranding zonder energieterugwinning
5,38.310,Verbranding zonder energieterugwinning
4,38.32,Storten of permanent opslaan
5,38.320,Storten of permanent opslaan
4,38.33,Andere afvalverwijdering
5,38.330,Andere afvalverwijdering
2,39,Sanering en ander afvalbeheer
3,39.0,Sanering en ander afvalbeheer
4,39.00,Sanering en ander afvalbeheer
5,39.000,Sanering en ander afvalbeheer
1,F,BOUWNIJVERHEID
2,41,Burgerlijke en utiliteitsbouw
3,41.0,Burgerlijke en utiliteitsbouw
4,41.00,Burgerlijke en utiliteitsbouw
5,41.001,Algemene bouw van residentiële gebouwen
5,41.002,Algemene bouw van kantoorgebouwen
5,41.003,Algemene bouw van andere niet-residentiële gebouwen
2,42,Weg- en waterbouw
3,42.1,Bouw van wegen en spoorwegen
4,42.11,Bouw van autowegen en andere wegen
5,42.110,Bouw van autowegen en andere wegen
4,42.12,Bouw van boven- en ondergrondse spoorwegen
5,42.120,Bouw van boven- en ondergrondse spoorwegen
4,42.13,Bouw van bruggen en tunnels
5,42.130,Bouw van bruggen en tunnels
3,42.2,Bouw van civieltechnische werken ten behoeve van nutsbedrijven
4,42.21,Bouw van civieltechnische werken voor vloeistoffen
5,42.211,Bouw van water- en gasdistributienetten
5,42.212,Bouw van rioleringen
5,42.219,"Bouw van civieltechnische werken voor vloeistoffen, n.e.g."
4,42.22,Bouw van civieltechnische werken voor elektriciteit en telecommunicatie
5,42.220,Bouw van civieltechnische werken voor elektriciteit en telecommunicatie
3,42.9,Bouw van andere civieltechnische werken
4,42.91,Waterbouw
5,42.911,Baggerwerken
5,42.919,"Waterbouw, m.u.v. baggerwerken"
4,42.99,"Bouw van andere civieltechnische werken, n.e.g."
5,42.990,"Bouw van andere civieltechnische werken, n.e.g."
2,43,Gespecialiseerde bouwwerkzaamheden
3,43.1,Slopen en bouwrijp maken van terreinen
4,43.11,Slopen
5,43.110,Slopen
4,43.12,Bouwrijp maken van terreinen
5,43.120,Bouwrijp maken van terreinen
4,43.13,Proefboren en boren
5,43.130,Proefboren en boren
3,43.2,"Elektrische installatie, loodgieterswerk en overige bouwinstallatie"
4,43.21,Elektrische installatie
5,43.211,Algemene elektrotechnische installatiewerken
5,43.212,Elektrotechnische installatiewerken van nijverheidsinrichtingen
5,43.213,Installatie van duurzame elektrische installaties
5,43.214,Installatie van elektronische beveiligingssystemen
4,43.22,"Loodgieterswerk, installatie van verwarming en klimaatregeling"
5,43.221,Sanitaire werkzaamheden
5,43.222,"Installatie van verwarming, klimaatregeling, koeling en ventilatie  aangedreven door elektriciteit"
5,43.223,"Installatie van verwarming, klimaatregeling, koeling en ventilatie aangedreven door andere energiebronnen dan elektriciteit"
4,43.23,Installatie van isolatie
5,43.230,Installatie van isolatie
4,43.24,Overige bouwinstallatie
5,43.240,Overige bouwinstallatie
3,43.3,Afwerking van gebouwen
4,43.31,Stukadoorswerk
5,43.310,Stukadoorswerk
4,43.32,Schrijnwerk
5,43.320,Schrijnwerk
4,43.33,Vloerafwerking en behangen
5,43.331,Plaatsen van vloer- en wandtegels
5,43.332,Plaatsen van vloerbedekking en wandbekleding van hout
5,43.333,Plaatsen van behang en vloerbedekking en wandbekleding van andere materialen
4,43.34,Schilderen en glaszetten
5,43.341,Schilderen van gebouwen
5,43.342,Schilderen van civieltechnische werken
5,43.343,Glaszetten
4,43.35,Overige werkzaamheden in verband met de afwerking van gebouwen
5,43.350,Overige werkzaamheden in verband met de afwerking van gebouwen
3,43.4,Gespecialiseerde bouwactiviteiten in de constructie van gebouwen
4,43.41,Dakwerkzaamheden
5,43.410,Dakwerkzaamheden
4,43.42,Overige gespecialiseerde bouwactiviteiten in de constructie van gebouwen
5,43.421,Waterdichtingswerken van muren
5,43.422,Chapewerken
5,43.429,"Overige gespecialiseerde bouwactiviteiten in de constructie van gebouwen, n.e.g."
3,43.5,Gespecialiseerde bouwactiviteiten op het gebied van weg- en waterbouw
4,43.50,Gespecialiseerde bouwactiviteiten op het gebied van weg- en waterbouw
5,43.500,Gespecialiseerde bouwactiviteiten op het gebied van weg- en waterbouw
3,43.6,Bemiddelingsactiviteiten in verband met gespecialiseerde bouwnijverheid
4,43.60,Bemiddelingsactiviteiten in verband met gespecialiseerde bouwnijverheid
5,43.600,Bemiddelingsactiviteiten in verband met gespecialiseerde bouwnijverheid
3,43.9,Overige gespecialiseerde bouwactiviteiten
4,43.91,Metselwerk
5,43.910,Metselwerk
4,43.99,"Overige gespecialiseerde bouwactiviteiten, n.e.g."
5,43.990,"Overige gespecialiseerde bouwactiviteiten, n.e.g."
1,G,GROOT- EN DETAILHANDEL
2,46,Groothandel
3,46.1,Handelsbemiddeling in de groothandel
4,46.11,"Handelsbemiddeling in de groothandel in landbouwgrondstoffen, levende dieren en textielgrondstoffen en halffabricaten"
5,46.110,"Handelsbemiddeling in de groothandel in landbouwgrondstoffen, levende dieren en textielgrondstoffen en halffabricaten"
4,46.12,"Handelsbemiddeling in de groothandel in brandstoffen, ertsen, metalen en chemische producten"
5,46.120,"Handelsbemiddeling in de groothandel in brandstoffen, ertsen, metalen en chemische producten"
4,46.13,Handelsbemiddeling in de groothandel in hout en bouwmaterialen
5,46.130,Handelsbemiddeling in de groothandel in hout en bouwmaterialen
4,46.14,"Handelsbemiddeling in de groothandel in machines, apparaten en werktuigen voor de industrie en in schepen en luchtvaartuigen"
5,46.140,"Handelsbemiddeling in de groothandel in machines, apparaten en werktuigen voor de industrie en in schepen en luchtvaartuigen"
4,46.15,"Handelsbemiddeling in de groothandel in meubelen, huishoudelijke artikelen en ijzerwaren"
5,46.150,"Handelsbemiddeling in de groothandel in meubelen, huishoudelijke artikelen en ijzerwaren"
4,46.16,"Handelsbemiddeling in de groothandel in textiel, kleding, bont, schoeisel en lederwaren"
5,46.160,"Handelsbemiddeling in de groothandel in textiel, kleding, bont, schoeisel en lederwaren"
4,46.17,Handelsbemiddeling in de groothandel in voedings- en genotmiddelen
5,46.170,Handelsbemiddeling in de groothandel in voedings- en genotmiddelen
4,46.18,Handelsbemiddeling in de groothandel in andere specifieke goederen
5,46.180,Handelsbemiddeling in de groothandel in andere specifieke goederen
4,46.19,Handelsbemiddeling in de niet-gespecialiseerde groothandel
5,46.190,Handelsbemiddeling in de niet-gespecialiseerde groothandel
3,46.2,Groothandel in landbouwproducten en levende dieren
4,46.21,"Groothandel in granen, ruwe tabak, zaden en diervoeders"
5,46.211,Groothandel in granen en zaden
5,46.212,Groothandel in veevoeders
5,46.213,Groothandel in ruwe plantaardige en dierlijke oliën en vetten
5,46.214,Groothandel in andere akkerbouwproducten
5,46.215,Groothandel in ruwe tabak
5,46.216,"Groothandel in akkerbouwproducten en veevoeders, algemeen assortiment"
4,46.22,Groothandel in bloemen en planten
5,46.220,Groothandel in bloemen en planten
4,46.23,Groothandel in levende dieren
5,46.231,Groothandel in levend vee
5,46.232,"Groothandel in levende dieren, m.u.v. levend vee"
4,46.24,"Groothandel in huiden, vellen en leer"
5,46.240,"Groothandel in huiden, vellen en leer"
3,46.3,"Groothandel in voedingsmiddelen, dranken en genotmiddelen"
4,46.31,Groothandel in groenten en fruit
5,46.311,Groothandel in consumptieaardappelen
5,46.319,"Groothandel in groenten en fruit, m.u.v. consumptieaardappelen"
4,46.32,"Groothandel in vlees, vleesproducten, vis en visproducten"
5,46.321,"Groothandel in vlees en vleesproducten, uitgezonderd vlees van wild en van gevogelte"
5,46.322,Groothandel in vlees van wild en van gevogelte
5,46.323,Groothandel in vis en schaal- en weekdieren
4,46.33,"Groothandel in zuivelproducten, eieren en spijsoliën en -vetten"
5,46.331,Groothandel in zuivelproducten en eieren
5,46.332,Groothandel in spijsoliën en -vetten
4,46.34,Groothandel in dranken
5,46.341,Groothandel in wijnen en geestrijke dranken
5,46.349,"Groothandel in dranken, algemeen assortiment"
4,46.35,Groothandel in tabaksproducten
5,46.350,Groothandel in tabaksproducten
4,46.36,"Groothandel in suiker, chocolade en suikerwerk"
5,46.360,"Groothandel in suiker, chocolade en suikerwerk"
4,46.37,"Groothandel in koffie, thee, cacao en specerijen"
5,46.370,"Groothandel in koffie, thee, cacao en specerijen"
4,46.38,Groothandel in andere voedingsmiddelen
5,46.381,Groothandel in aardappelproducten
5,46.382,Groothandel in voedsel voor huisdieren
5,46.389,"Groothandel in andere voedingsmiddelen, n.e.g."
4,46.39,Niet-gespecialiseerde groothandel in voedings- en genotmiddelen
5,46.391,Niet-gespecialiseerde groothandel in diepgevroren voedingsmiddelen
5,46.392,"Niet-gespecialiseerde groothandel in niet-diepgevroren voedingsmiddelen, dranken en genotmiddelen"
3,46.4,Groothandel in consumentenartikelen
4,46.41,Groothandel in textiel
5,46.411,"Groothandel in weefsels, stoffen en fournituren"
5,46.412,Groothandel in huishoudtextiel en beddengoed
5,46.419,Groothandel in overig textiel
4,46.42,Groothandel in kleding en schoeisel
5,46.421,Groothandel in werkkleding
5,46.422,Groothandel in onderkleding
5,46.423,"Groothandel in kleding, met uitzondering van werk- en onderkleding"
5,46.424,Groothandel in kledingaccessoires
5,46.425,Groothandel in schoeisel
4,46.43,Groothandel in elektrische huishoudelijke apparaten
5,46.431,Groothandel in elektrische huishoudelijke apparaten en audio- en videoapparatuur
5,46.432,Groothandel in foto- en filmapparatuur en in andere optische artikelen
4,46.44,"Groothandel in porselein, glaswerk en reinigingsmiddelen"
5,46.441,Groothandel in porselein en glaswerk
5,46.442,Groothandel in reinigingsmiddelen
4,46.45,Groothandel in parfumerieën en cosmetica
5,46.450,Groothandel in parfumerieën en cosmetica
4,46.46,Groothandel in farmaceutische en medische artikelen
5,46.460,Groothandel in farmaceutische en medische artikelen
4,46.47,"Groothandel in huishoudelijke, kantoor- en winkelmeubelen, tapijten en verlichtingstoestellen"
5,46.471,Groothandel in huismeubilair
5,46.472,Groothandel in kantoor- en winkelmeubelen
5,46.473,Groothandel in tapijten
5,46.474,Groothandel in verlichtingsapparatuur
4,46.48,Groothandel in uurwerken en sieraden
5,46.480,Groothandel in uurwerken en sieraden
4,46.49,Groothandel in andere consumentenartikelen
5,46.491,"Groothandel in kranten, boeken en tijdschriften"
5,46.492,Groothandel in kantoor- en schoolbenodigdheden
5,46.493,Groothandel in papier- en kartonwaren
5,46.494,Groothandel in niet-elektrische huishoudelijke artikelen
5,46.495,Groothandel in fietsen
5,46.496,"Groothandel in sport- en kampeerartikelen, met uitzondering van fietsen"
5,46.497,Groothandel in spellen en speelgoed
5,46.498,Groothandel in lederwaren en reisartikelen
5,46.499,"Groothandel in andere consumentenartikelen, n.e.g."
3,46.5,Groothandel in informatie- en communicatieapparatuur
4,46.50,Groothandel in informatie- en communicatieapparatuur
5,46.500,Groothandel in informatie- en communicatieapparatuur
3,46.6,Groothandel in andere machines en werktuigen en toebehoren
4,46.61,"Groothandel in machines, werktuigen en toebehoren voor de landbouw"
5,46.610,"Groothandel in machines, werktuigen en toebehoren voor de landbouw"
